Timestamp,Pid,Nome,Cpu,TotalRAM,Ram,TempoVida,BytesLidos,BytesEscritos
27-11-2025 11:01:17,2507,mysqld,0.0,7.44,0.0,2351.20299744606,0,0
27-11-2025 11:01:17,3328,Xorg,0.0,7.44,0.0,2344.2955033779144,5705728,110592
27-11-2025 11:01:17,3460,gnome-shell,0.0,7.44,0.0,2343.567267179489,35077120,622592
27-11-2025 11:01:17,4131,chrome,0.0,7.44,0.0,2303.512227296829,293257216,118243328
27-11-2025 11:01:17,4179,chrome,0.0,7.44,0.0,2303.0635299682617,33800192,32768
27-11-2025 11:01:17,4193,chrome,0.0,7.44,0.0,2303.0342717170715,6983680,733184
27-11-2025 11:01:17,4459,chrome,0.0,7.44,0.0,2286.1150126457214,4657152,0
27-11-2025 11:01:17,4492,chrome,0.0,7.44,0.0,2264.1057801246643,53248,0
27-11-2025 11:01:17,4539,chrome,0.0,7.44,0.0,2251.776323080063,4268032,0
27-11-2025 11:01:17,4547,chrome,0.0,7.44,0.0,2251.696876525879,630784,0
27-11-2025 11:01:17,4558,chrome,0.0,7.44,0.0,2251.557410478592,47771648,0
27-11-2025 11:01:17,4866,chrome,0.0,7.44,0.0,1233.808275938034,6475776,0
27-11-2025 11:01:17,5098,idea,0.0,7.44,0.0,1071.919188261032,2246870016,46112768
27-11-2025 11:01:17,6185,java,0.0,7.44,0.0,958.4198744297028,0,2101248
27-11-2025 11:01:17,6995,chrome,0.0,7.44,0.0,767.2607409954071,139264,0
27-11-2025 11:01:17,7298,chrome,0.0,7.44,0.0,572.251528263092,503808,0
27-11-2025 11:01:17,7657,code,0.0,7.44,0.0,451.06266379356384,92975104,8388608
27-11-2025 11:01:17,7700,code,0.0,7.44,0.0,450.6539273262024,15847424,8192
27-11-2025 11:01:17,7726,code,0.0,7.44,0.0,450.44463777542114,39522304,126976
27-11-2025 11:01:17,7741,code,0.0,7.44,0.0,449.80520462989807,39145472,112488448
27-11-2025 11:01:17,7742,code,0.0,7.44,0.0,449.80586981773376,8355840,0
27-11-2025 11:01:17,7766,code,0.0,7.44,0.0,449.69640493392944,46866432,765952
27-11-2025 11:01:17,7817,code,0.0,7.44,0.0,448.0570261478424,897024,0
27-11-2025 11:01:17,7950,code,0.0,7.44,0.0,446.2675759792328,1130496,0
27-11-2025 11:01:17,8685,code,0.0,7.44,0.0,442.29831290245056,29069312,217088
27-11-2025 11:01:17,9716,chrome,0.0,7.44,0.0,216.63907504081726,114688,0
27-11-2025 11:01:17,9728,chrome,0.0,7.44,0.0,213.59962224960327,704512,0
27-11-2025 11:01:17,10355,code,0.0,7.44,0.0,17.810508728027344,671744,0
27-11-2025 11:01:17,10423,python,0.0,7.44,0.0,2.2211287021636963,827392,8192
27-11-2025 11:01:23,14,rcu_sched,0.2,7.44,0.0,2371.3304834365845,0,0
27-11-2025 11:01:23,21,migration/1,0.2,7.44,0.0,2371.334864616394,0,0
27-11-2025 11:01:23,23,kworker/1:0-events,0.3,7.44,0.0,2371.3379900455475,0,0
27-11-2025 11:01:23,57,migration/7,0.2,7.44,0.0,2371.337629556656,0,0
27-11-2025 11:01:23,130,kswapd0,0.2,7.44,0.0,2370.7961485385895,0,0
27-11-2025 11:01:23,250,irq/135-VEN_04F,2.1,7.44,0.0,2369.512041568756,0,0
27-11-2025 11:01:23,628,kworker/u16:8-events_unbound,0.3,7.44,0.0,2366.2356271743774,0,0
27-11-2025 11:01:23,799,irq/140-rtw88_p,0.7,7.44,0.0,2365.757353782654,0,0
27-11-2025 11:01:23,1142,avahi-daemon,0.2,7.44,0.0,2364.599446296692,0,0
27-11-2025 11:01:23,1189,thermald,0.2,7.44,0.0,2364.582211256027,0,0
27-11-2025 11:01:23,1292,kworker/3:4-events,0.2,7.44,0.0,2364.5046241283417,0,0
27-11-2025 11:01:23,1327,containerd,0.2,7.44,0.0,2364.4859342575073,0,0
27-11-2025 11:01:23,2507,mysqld,1.1,7.44,0.0,2357.3593785762787,0,0
27-11-2025 11:01:23,3321,dbus-daemon,0.2,7.44,0.0,2350.69198513031,0,0
27-11-2025 11:01:23,3328,Xorg,11.2,7.44,0.0,2350.454307794571,5705728,110592
27-11-2025 11:01:23,3460,gnome-shell,12.0,7.44,0.0,2349.727142095566,35077120,622592
27-11-2025 11:01:23,3520,at-spi2-registryd,0.2,7.44,0.0,2349.159519672394,0,0
27-11-2025 11:01:23,4131,chrome,0.0,7.44,0.0,2309.676519870758,293257216,118251520
27-11-2025 11:01:23,4174,xdg-desktop-portal,0.2,7.44,0.0,2309.239065170288,966656,0
27-11-2025 11:01:23,4179,chrome,0.0,7.44,0.0,2309.2301845550537,33800192,32768
27-11-2025 11:01:23,4193,chrome,0.0,7.44,0.0,2309.2013895511627,6983680,733184
27-11-2025 11:01:23,4194,xdg-desktop-portal-gtk,0.2,7.44,0.0,2309.1924657821655,679936,0
27-11-2025 11:01:23,4459,chrome,0.0,7.44,0.0,2292.283518075943,4657152,0
27-11-2025 11:01:23,4492,chrome,0.0,7.44,0.0,2270.2746782302856,53248,0
27-11-2025 11:01:23,4539,chrome,0.0,7.44,0.0,2257.945629119873,4268032,0
27-11-2025 11:01:23,4547,chrome,0.0,7.44,0.0,2257.866443634033,630784,0
27-11-2025 11:01:23,4558,chrome,0.0,7.44,0.0,2257.7271888256073,47771648,0
27-11-2025 11:01:23,4866,chrome,0.0,7.44,0.0,1239.9782030582428,6475776,0
27-11-2025 11:01:23,4951,kworker/u16:1-i915,0.5,7.44,0.0,1083.28901553154,0,0
